epoch,age_output_accuracy,age_output_loss,gender_output_accuracy,gender_output_loss,learning_rate,loss,val_age_output_accuracy,val_age_output_loss,val_gender_output_accuracy,val_gender_output_loss,val_loss
13,0.25340136885643005,1.8883514404296875,0.5085033774375916,1.0087106227874756,9.999999747378752e-05,2.8984375,0.4030612111091614,1.477752923965454,0.5,0.7414456605911255,2.150069236755371
14,0.29931971430778503,1.7871897220611572,0.5306122303009033,0.9506887197494507,9.999999747378752e-05,2.7499446868896484,0.3469387888908386,1.53165602684021,0.5,0.749676525592804,2.212907075881958
15,0.2687074840068817,1.81732177734375,0.523809552192688,0.91802579164505,9.999999747378752e-05,2.7296791076660156,0.34183672070503235,1.5171743631362915,0.5,0.7288851141929626,2.1815309524536133
16,0.26530611515045166,1.7873934507369995,0.5136054158210754,0.9354691505432129,9.999999747378752e-05,2.7245748043060303,0.3316326439380646,1.4618117809295654,0.5,0.7542186379432678,2.146775722503662
17,0.29931971430778503,1.7311770915985107,0.5153061151504517,0.9733946919441223,9.999999747378752e-05,2.7086238861083984,0.33673468232154846,1.4955470561981201,0.5,0.7188466191291809,2.1386606693267822
18,0.3265306055545807,1.6893302202224731,0.49659863114356995,1.0197527408599854,9.999999747378752e-05,2.7199418544769287,0.34183672070503235,1.5656073093414307,0.5,0.7134236097335815,2.191411018371582
19,0.2687074840068817,1.7412443161010742,0.5204081535339355,0.9866046905517578,9.999999747378752e-05,2.714984655380249,0.3316326439380646,1.602154016494751,0.5,0.7743863463401794,2.272292375564575
0,0.22448979318141937,2.3381662368774414,0.4897959232330322,1.2220697402954102,9.999999747378752e-05,3.5471701622009277,0.3214285671710968,1.4916940927505493,0.5,0.7229455709457397,2.199083089828491
1,0.23639455437660217,2.1226019859313965,0.5204081535339355,1.1077333688735962,9.999999747378752e-05,3.227538585662842,0.3163265287876129,1.4490501880645752,0.5,0.7484598159790039,2.1791279315948486
2,0.22959183156490326,2.0764248371124268,0.5068027377128601,1.152826189994812,9.999999747378752e-05,3.2104272842407227,0.26530611515045166,1.4387677907943726,0.5,0.8010759353637695,2.2126455307006836
3,0.24829931557178497,2.061791181564331,0.5187074542045593,1.088283896446228,9.999999747378752e-05,3.1509060859680176,0.29591837525367737,1.5746122598648071,0.5,0.7854751944541931,2.343998670578003
4,0.2602040767669678,1.9593359231948853,0.5102040767669678,1.0823869705200195,9.999999747378752e-05,3.06062650680542,0.1785714328289032,1.6113691329956055,0.5,0.7189826369285583,2.308114767074585
5,0.27040815353393555,2.0055618286132812,0.4948979616165161,1.1018577814102173,9.999999747378752e-05,3.110971450805664,0.3316326439380646,1.438223958015442,0.5510203838348389,0.6869220733642578,2.1162827014923096
6,0.27721089124679565,1.9389724731445312,0.488095223903656,1.068213701248169,9.999999747378752e-05,3.037656307220459,0.3265306055545807,1.5367052555084229,0.5408163070678711,0.6899204254150391,2.2209675312042236
7,0.2789115607738495,1.9333080053329468,0.48469388484954834,1.086966872215271,9.999999747378752e-05,3.0012006759643555,0.29591837525367737,1.6068506240844727,0.5051020383834839,0.7080287933349609,2.293368101119995
8,0.2789115607738495,1.9401253461837769,0.5153061151504517,0.9813901782035828,9.999999747378752e-05,2.9228005409240723,0.29591837525367737,1.5973094701766968,0.5204081535339355,0.6900634169578552,2.296205520629883
9,0.2789115607738495,1.9209426641464233,0.5102040767669678,1.0388602018356323,9.999999747378752e-05,2.9368202686309814,0.29591837525367737,1.4959334135055542,0.5255101919174194,0.6914854645729065,2.1743767261505127
10,0.2908163368701935,1.8477188348770142,0.4948979616165161,1.0216788053512573,9.999999747378752e-05,2.8858859539031982,0.2806122303009033,1.580098032951355,0.5,0.7060375213623047,2.2799744606018066
11,0.27721089124679565,1.8237553834915161,0.49149659276008606,1.0308510065078735,9.999999747378752e-05,2.863145351409912,0.30612245202064514,1.53420090675354,0.5204081535339355,0.7032661437988281,2.2164456844329834
12,0.29421767592430115,1.8125492334365845,0.523809552192688,0.9773699045181274,9.999999747378752e-05,2.794572353363037,0.3265306055545807,1.4829498529434204,0.4948979616165161,0.740602433681488,2.1789028644561768
13,0.3044217824935913,1.767578125,0.5034013390541077,0.9651132822036743,4.999999873689376e-05,2.750786781311035,0.3265306055545807,1.4986648559570312,0.5,0.7840213775634766,2.229517936706543
14,0.2976190447807312,1.8571099042892456,0.5204081535339355,0.9476101398468018,4.999999873689376e-05,2.7994418144226074,0.3214285671710968,1.4502099752426147,0.5,0.84095698595047,2.2243967056274414
15,0.323129266500473,1.7875034809112549,0.4812925159931183,0.9848011136054993,4.999999873689376e-05,2.772176504135132,0.3214285671710968,1.4318606853485107,0.5,0.8320490717887878,2.194398880004883
16,0.30102041363716125,1.7471305131912231,0.5,0.9700407981872559,4.999999873689376e-05,2.725883960723877,0.3214285671710968,1.4275153875350952,0.5,0.8668327331542969,2.2157819271087646
17,0.307823121547699,1.7732223272323608,0.5340136289596558,0.9582589864730835,4.999999873689376e-05,2.731757640838623,0.3214285671710968,1.4237743616104126,0.5,0.8910728693008423,2.236652374267578
18,0.32482993602752686,1.7306592464447021,0.4931972920894623,0.9822891354560852,4.999999873689376e-05,2.681295394897461,0.3214285671710968,1.4298256635665894,0.5,0.8922503590583801,2.2427144050598145
19,0.31802719831466675,1.710186243057251,0.5102040767669678,0.957614004611969,4.999999873689376e-05,2.6668100357055664,0.3265306055545807,1.435850977897644,0.5,0.8346793055534363,2.1848485469818115
