epoch,age_output_accuracy,age_output_loss,gender_output_accuracy,gender_output_loss,learning_rate,loss,val_age_output_accuracy,val_age_output_loss,val_gender_output_accuracy,val_gender_output_loss,val_loss
22,0.3319128751754761,1.6012489795684814,0.4969223439693451,0.8791784048080444,9.999999747378752e-06,4.081676006317139,0.328125,1.3844064474105835,0.5263158082962036,0.7132916450500488,3.482105016708374
23,0.3401988744735718,1.6007758378982544,0.49810606241226196,0.8599511384963989,9.999999747378752e-06,4.061501979827881,0.2837170958518982,1.4319393634796143,0.5378289222717285,0.6935452222824097,3.557424783706665
24,0.3562973439693451,1.5793864727020264,0.5113636255264282,0.8574628829956055,9.999999747378752e-06,4.0162353515625,0.36101973056793213,1.4183648824691772,0.5222039222717285,0.7049670219421387,3.5416970252990723
25,0.3499053120613098,1.5604523420333862,0.5049715638160706,0.8583211898803711,9.999999747378752e-06,3.979227304458618,0.39391446113586426,1.4364433288574219,0.5287829041481018,0.7162647843360901,3.58915114402771
26,0.37168559432029724,1.538848638534546,0.5073390007019043,0.8503715395927429,9.999999747378752e-06,3.9280686378479004,0.42023026943206787,1.3602721691131592,0.5230262875556946,0.7158243656158447,3.436368942260742
27,0.33925190567970276,1.57494056224823,0.5035511255264282,0.8686729073524475,9.999999747378752e-06,4.018555164337158,0.43832236528396606,1.3527343273162842,0.5279605388641357,0.7692314982414246,3.4747002124786377
28,0.33357006311416626,1.5653595924377441,0.49455493688583374,0.872384786605835,9.999999747378752e-06,4.003104209899902,0.4169407784938812,1.346835970878601,0.5246710777282715,0.7249776721000671,3.418649435043335
29,0.3499053120613098,1.5578669309616089,0.4985795319080353,0.8701057434082031,4.999999873689376e-06,3.9858388900756836,0.40953946113586426,1.3444033861160278,0.5123355388641357,0.7269419431686401,3.4157493114471436
30,0.3458806872367859,1.5600510835647583,0.5130208134651184,0.8698674440383911,4.999999873689376e-06,3.98996901512146,0.4243420958518982,1.348976492881775,0.5115131735801697,0.7233360409736633,3.4212892055511475
31,0.35961174964904785,1.5155586004257202,0.5023674368858337,0.8676791787147522,4.999999873689376e-06,3.898796319961548,0.40789473056793213,1.3435111045837402,0.5263158082962036,0.7058874368667603,3.3929097652435303
32,0.37002840638160706,1.529595971107483,0.509706437587738,0.85667884349823,4.999999873689376e-06,3.9158713817596436,0.41611841320991516,1.3412145376205444,0.5526315569877625,0.6925196647644043,3.374948501586914
33,0.36647728085517883,1.52098548412323,0.5101799368858337,0.8418477773666382,4.999999873689376e-06,3.883819103240967,0.40707236528396606,1.3495206832885742,0.5370065569877625,0.7074214220046997,3.406463146209717
34,0.3629261255264282,1.5241813659667969,0.5009469985961914,0.8485504984855652,4.999999873689376e-06,3.8969125747680664,0.41858553886413574,1.3547801971435547,0.5180920958518982,0.7253085970878601,3.434868574142456
35,0.36268940567970276,1.5433716773986816,0.5080492496490479,0.8417869806289673,4.999999873689376e-06,3.9285292625427246,0.4037829041481018,1.358764886856079,0.5304276347160339,0.7090629935264587,3.4265928268432617
36,0.37168559432029724,1.5113494396209717,0.5179924368858337,0.84505295753479,4.999999873689376e-06,3.8677520751953125,0.4243420958518982,1.346712589263916,0.5024670958518982,0.7290869355201721,3.4225127696990967
37,0.36742424964904785,1.5169405937194824,0.4907670319080353,0.8693380355834961,4.999999873689376e-06,3.9032199382781982,0.42516446113586426,1.3343627452850342,0.49424341320991516,0.7499181628227234,3.4186432361602783
38,0.3655303120613098,1.5280290842056274,0.5068655014038086,0.8351423144340515,4.999999873689376e-06,3.8912010192871094,0.4333881437778473,1.341253638267517,0.5254934430122375,0.7273772358894348,3.409884452819824
39,0.3712121248245239,1.503991961479187,0.5089961886405945,0.8229385018348694,4.999999873689376e-06,3.8309223651885986,0.4490131437778473,1.313568353652954,0.5402960777282715,0.7113113403320312,3.338447332382202
40,0.37050190567970276,1.5070594549179077,0.5139678120613098,0.8262063264846802,4.999999873689376e-06,3.840325355529785,0.43667763471603394,1.296586036682129,0.5304276347160339,0.6947281956672668,3.287900924682617
