epoch,age_output_accuracy,age_output_loss,gender_output_accuracy,gender_output_loss,learning_rate,loss,val_age_output_accuracy,val_age_output_loss,val_gender_output_accuracy,val_gender_output_loss,val_loss
0,0.2088068127632141,2.0300376415252686,0.5092329382896423,0.9511590600013733,9.999999747378752e-06,5.011234283447266,0.38733553886413574,1.5024747848510742,0.4884868562221527,0.698111891746521,3.703061580657959
1,0.21235795319080353,1.9905781745910645,0.5149147510528564,0.9365524649620056,9.999999747378752e-06,4.9177093505859375,0.31414473056793213,1.4825849533081055,0.47697368264198303,0.7065497636795044,3.671720504760742
2,0.21259470283985138,1.9756488800048828,0.49928978085517883,0.945233166217804,9.999999747378752e-06,4.896530628204346,0.18174342811107635,1.6221303939819336,0.5024670958518982,0.7344774007797241,3.97873854637146
3,0.22490529716014862,1.910627841949463,0.4936079680919647,0.9586935043334961,9.999999747378752e-06,4.779948711395264,0.1537828892469406,1.6177380084991455,0.5180920958518982,0.6845729351043701,3.920048713684082
4,0.25118371844291687,1.8823586702346802,0.5116003751754761,0.9437072277069092,9.999999747378752e-06,4.7084245681762695,0.17598684132099152,1.6450871229171753,0.5098684430122375,0.7101324200630188,4.000306606292725
5,0.2521306872367859,1.8825438022613525,0.5082859992980957,0.9287955164909363,9.999999747378752e-06,4.693882465362549,0.20805920660495758,1.5021864175796509,0.47039473056793213,0.725990891456604,3.730363607406616
6,0.24621212482452393,1.8435083627700806,0.5040246248245239,0.9347790479660034,9.999999747378752e-06,4.621795177459717,0.30263158679008484,1.4200222492218018,0.5625,0.6772076487541199,3.517251968383789
7,0.274384468793869,1.800264596939087,0.5033143758773804,0.9354009628295898,9.999999747378752e-06,4.5359296798706055,0.2722039520740509,1.443332314491272,0.5197368264198303,0.6978174448013306,3.584481954574585
8,0.28125,1.7864587306976318,0.5075757503509521,0.9152910113334656,9.999999747378752e-06,4.488207817077637,0.2606907784938812,1.4541951417922974,0.5246710777282715,0.6926029324531555,3.6009926795959473
9,0.29498106241226196,1.7594349384307861,0.49810606241226196,0.9104995727539062,9.999999747378752e-06,4.429369926452637,0.28289473056793213,1.459031343460083,0.49917763471603394,0.7097325921058655,3.627795457839966
10,0.2885890007019043,1.7515443563461304,0.49810606241226196,0.9102720618247986,9.999999747378752e-06,4.413360118865967,0.34457236528396606,1.3995189666748047,0.5419408082962036,0.6894370317459106,3.4884750843048096
11,0.3032670319080353,1.724847435951233,0.5054450631141663,0.9104111194610596,9.999999747378752e-06,4.360106945037842,0.40049341320991516,1.3543949127197266,0.5279605388641357,0.6881188154220581,3.396908760070801
12,0.31060606241226196,1.7309460639953613,0.5125473737716675,0.88250333070755,9.999999747378752e-06,4.344395637512207,0.42023026943206787,1.2930032014846802,0.5197368264198303,0.6839683651924133,3.269974708557129
13,0.3006628751754761,1.7068151235580444,0.5075757503509521,0.8993363380432129,9.999999747378752e-06,4.3129658699035645,0.4152960479259491,1.279502511024475,0.5263158082962036,0.6833305954933167,3.2423360347747803
14,0.30918559432029724,1.6845124959945679,0.5009469985961914,0.8909358382225037,9.999999747378752e-06,4.259960174560547,0.43174341320991516,1.2851707935333252,0.5197368264198303,0.6973568797111511,3.267697811126709
15,0.31273674964904785,1.6795843839645386,0.5075757503509521,0.8936719298362732,9.999999747378752e-06,4.252840518951416,0.43914473056793213,1.2804895639419556,0.5320723652839661,0.7048761248588562,3.265855550765991
16,0.3008996248245239,1.66845703125,0.5009469985961914,0.899013102054596,9.999999747378752e-06,4.235928535461426,0.4021381437778473,1.2894378900527954,0.5139802694320679,0.7429700493812561,3.3218462467193604
17,0.3198390007019043,1.6500555276870728,0.5184659361839294,0.8855113983154297,9.999999747378752e-06,4.185621738433838,0.4440789520740509,1.2643934488296509,0.5180920958518982,0.7453747987747192,3.274162530899048
18,0.3328598439693451,1.6239275932312012,0.5210700631141663,0.8651049733161926,9.999999747378752e-06,4.112960338592529,0.43421053886413574,1.3023080825805664,0.5230262875556946,0.7148001194000244,3.3194167613983154
19,0.3233901560306549,1.6290404796600342,0.4962121248245239,0.8783443570137024,9.999999747378752e-06,4.136425495147705,0.4037829041481018,1.3331704139709473,0.5180920958518982,0.7054972648620605,3.371837854385376
20,0.3458806872367859,1.611715316772461,0.4881628751754761,0.908263623714447,9.999999747378752e-06,4.131694316864014,0.32236841320991516,1.3461028337478638,0.5254934430122375,0.6884627938270569,3.3806681632995605
21,0.3451704680919647,1.590119481086731,0.5132575631141663,0.8651902675628662,9.999999747378752e-06,4.045429706573486,0.2944079041481018,1.381683111190796,0.5115131735801697,0.7014409899711609,3.4648075103759766
